"filename", "language", "JSON", "JSON with Comments", "Markdown", "JavaScript", "HTML", "CSS", "XML", "TypeScript", "TypeScript JSX", "comment", "blank", "total"
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/Q&A/data.js", "JavaScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 31
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/Rating.jsx", "JavaScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/Sidebar.jsx", "JavaScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 28
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/SortableList/SortableListComponent.jsx", "JavaScript", 0, 0, 0, 90, 0, 0, 0, 0, 0, 6, 2, 98
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/SortableList/SortableListComponentChallenge.jsx", "JavaScript", 0, 0, 0, 94, 0, 0, 0, 0, 0, 6, 3, 103
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/SortableList/challengedata.js", "JavaScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 1, 23
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/SortableList/data.js", "JavaScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 31
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/TeamMemberStack.jsx", "JavaScript", 0, 0, 0, 265, 0, 0, 0, 0, 0, 6, 26, 297
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/TeamMemberTable.jsx", "JavaScript", 0, 0, 0, 84, 0, 0, 0, 0, 0, 21, 3, 108
"/Users/johnchildseddy/Desktop/collab-react-app/collab-react/src/components/Timeline/Step.jsx", "JavaScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 34
